2024-09-05 18:14:33,507 INFO    StreamThr :45665 [internal.py:wandb_internal():85] W&B internal server running at pid: 45665, started at: 2024-09-05 18:14:33.506946
2024-09-05 18:14:34,334 DEBUG   HandlerThread:45665 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.11.9', 'heartbeatAt': '2024-09-05T22:14:34.283345', 'startedAt': '2024-09-05T22:14:33.502508', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/TFBind/WDB_results.py', 'codePathLocal': 'TFBind/WDB_results.py', 'codePath': 'TFBind/WDB_results.py', 'git': {'remote': 'https://github.com/vincehass/Quantile-energy-Flow-with-GFN.git', 'commit': '946013d049ffd80fa6d487a2dcbf9a0309731bb5'}, 'email': 'nadhir.hassen@polymtl.ca', 'root': '/Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN', 'host': '6200L-210250-M.local', 'username': 'nhassen', 'executable': '/Users/nhassen/opt/anaconda3/envs/AppleMLX/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.565597534179688}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-09-05 18:14:34,334 INFO    HandlerThread:45665 [system_monitor.py:probe():224] Finished collecting system info
2024-09-05 18:14:34,334 INFO    HandlerThread:45665 [system_monitor.py:probe():227] Publishing system info
2024-09-05 18:14:34,334 DEBUG   HandlerThread:45665 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-09-05 18:14:34,771 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/conda-environment.yaml
2024-09-05 18:14:36,585 DEBUG   HandlerThread:45665 [system_info.py:_save_conda():224] Saving conda packages done
2024-09-05 18:14:36,586 INFO    HandlerThread:45665 [system_monitor.py:probe():229] Finished publishing system info
2024-09-05 18:14:36,588 DEBUG   SenderThread:45665 [sender.py:send():391] send: files
2024-09-05 18:14:36,588 INFO    SenderThread:45665 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-09-05 18:14:36,615 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: python_packages
2024-09-05 18:14:36,615 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: python_packages
2024-09-05 18:14:36,615 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: stop_status
2024-09-05 18:14:36,616 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: stop_status
2024-09-05 18:14:36,616 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-05 18:14:36,779 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/conda-environment.yaml
2024-09-05 18:14:36,779 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/wandb-metadata.json
2024-09-05 18:14:36,779 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/requirements.txt
2024-09-05 18:14:36,806 DEBUG   SenderThread:45665 [sender.py:send():391] send: telemetry
2024-09-05 18:14:36,808 DEBUG   SenderThread:45665 [sender.py:send():391] send: exit
2024-09-05 18:14:36,808 INFO    SenderThread:45665 [sender.py:send_exit():598] handling exit code: 1
2024-09-05 18:14:36,808 INFO    SenderThread:45665 [sender.py:send_exit():600] handling runtime: 2
2024-09-05 18:14:36,809 INFO    SenderThread:45665 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-09-05 18:14:36,810 INFO    SenderThread:45665 [sender.py:send_exit():606] send defer
2024-09-05 18:14:36,810 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,810 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 0
2024-09-05 18:14:36,810 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,810 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 0
2024-09-05 18:14:36,810 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 1
2024-09-05 18:14:36,810 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,810 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 1
2024-09-05 18:14:36,810 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,810 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 1
2024-09-05 18:14:36,810 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 2
2024-09-05 18:14:36,810 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,810 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 2
2024-09-05 18:14:36,810 INFO    HandlerThread:45665 [system_monitor.py:finish():203] Stopping system monitor
2024-09-05 18:14:36,811 DEBUG   SystemMonitor:45665 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-09-05 18:14:36,811 INFO    HandlerThread:45665 [interfaces.py:finish():200] Joined cpu monitor
2024-09-05 18:14:36,811 DEBUG   SystemMonitor:45665 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-09-05 18:14:36,811 DEBUG   SystemMonitor:45665 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-09-05 18:14:36,811 INFO    HandlerThread:45665 [interfaces.py:finish():200] Joined disk monitor
2024-09-05 18:14:36,812 INFO    HandlerThread:45665 [interfaces.py:finish():200] Joined gpuapple monitor
2024-09-05 18:14:36,812 INFO    HandlerThread:45665 [interfaces.py:finish():200] Joined memory monitor
2024-09-05 18:14:36,812 INFO    HandlerThread:45665 [interfaces.py:finish():200] Joined network monitor
2024-09-05 18:14:36,812 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,812 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 2
2024-09-05 18:14:36,812 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 3
2024-09-05 18:14:36,812 DEBUG   SenderThread:45665 [sender.py:send():391] send: telemetry
2024-09-05 18:14:36,812 DEBUG   SenderThread:45665 [sender.py:send():391] send: stats
2024-09-05 18:14:36,812 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,812 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 3
2024-09-05 18:14:36,813 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 3
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 4
2024-09-05 18:14:36,813 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,813 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 4
2024-09-05 18:14:36,813 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 4
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 5
2024-09-05 18:14:36,813 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,813 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 5
2024-09-05 18:14:36,813 DEBUG   SenderThread:45665 [sender.py:send():391] send: summary
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-09-05 18:14:36,813 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 5
2024-09-05 18:14:36,813 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 6
2024-09-05 18:14:36,814 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,814 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 6
2024-09-05 18:14:36,814 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,814 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 6
2024-09-05 18:14:36,816 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: status_report
2024-09-05 18:14:36,959 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 7
2024-09-05 18:14:36,959 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:36,960 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 7
2024-09-05 18:14:36,960 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:36,960 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 7
2024-09-05 18:14:37,013 INFO    wandb-upload_0:45665 [upload_job.py:push():130] Uploaded file /var/folders/cc/c9ny_j392s36zshkgk0y07100000gn/T/tmp16oj051zwandb/5hu9ms27-wandb-metadata.json
2024-09-05 18:14:37,624 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: poll_exit
2024-09-05 18:14:37,784 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/config.yaml
2024-09-05 18:14:37,785 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/wandb-summary.json
2024-09-05 18:14:37,785 INFO    Thread-12 :45665 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/output.log
2024-09-05 18:14:38,825 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 8
2024-09-05 18:14:38,826 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: poll_exit
2024-09-05 18:14:38,826 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:38,826 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 8
2024-09-05 18:14:38,827 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:38,827 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 8
2024-09-05 18:14:38,827 INFO    SenderThread:45665 [job_builder.py:build():443] Attempting to build job artifact
2024-09-05 18:14:38,827 INFO    SenderThread:45665 [job_builder.py:_get_source_type():572] is repo sourced job
2024-09-05 18:14:38,867 INFO    SenderThread:45665 [job_builder.py:build():548] adding wandb-job metadata file
2024-09-05 18:14:38,869 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 9
2024-09-05 18:14:38,869 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:38,869 DEBUG   SenderThread:45665 [sender.py:send():391] send: artifact
2024-09-05 18:14:38,869 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 9
2024-09-05 18:14:39,227 INFO    SenderThread:45665 [sender.py:send_artifact():1549] sent artifact job-https___github.com_vincehass_Quantile-energy-Flow-with-GFN.git_TFBind_WDB_results.py - {'id': 'QXJ0aWZhY3Q6MTE4MTk3NDA0Nw==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQyMDYyMzc0MA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTE4MTk3NDA0Nw==', 'versionIndex': 0}}}
2024-09-05 18:14:39,228 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:39,228 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 9
2024-09-05 18:14:39,228 INFO    SenderThread:45665 [dir_watcher.py:finish():358] shutting down directory watcher
2024-09-05 18:14:39,630 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: poll_exit
2024-09-05 18:14:39,797 INFO    SenderThread:45665 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/output.log
2024-09-05 18:14:39,797 INFO    SenderThread:45665 [dir_watcher.py:finish():388] scan: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files
2024-09-05 18:14:39,797 INFO    SenderThread:45665 [dir_watcher.py:finish():402] scan save: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/requirements.txt requirements.txt
2024-09-05 18:14:39,798 INFO    SenderThread:45665 [dir_watcher.py:finish():402] scan save: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/output.log output.log
2024-09-05 18:14:39,798 INFO    SenderThread:45665 [dir_watcher.py:finish():402] scan save: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/config.yaml config.yaml
2024-09-05 18:14:39,798 INFO    SenderThread:45665 [dir_watcher.py:finish():402] scan save: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/wandb-summary.json wandb-summary.json
2024-09-05 18:14:39,798 INFO    SenderThread:45665 [dir_watcher.py:finish():402] scan save: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/conda-environment.yaml conda-environment.yaml
2024-09-05 18:14:39,798 INFO    SenderThread:45665 [dir_watcher.py:finish():402] scan save: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/wandb-metadata.json wandb-metadata.json
2024-09-05 18:14:39,798 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 10
2024-09-05 18:14:39,799 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: poll_exit
2024-09-05 18:14:39,799 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:39,799 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 10
2024-09-05 18:14:39,800 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:39,800 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 10
2024-09-05 18:14:39,800 INFO    SenderThread:45665 [file_pusher.py:finish():169] shutting down file pusher
2024-09-05 18:14:40,038 INFO    wandb-upload_0:45665 [upload_job.py:push():130] Uploaded file /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/requirements.txt
2024-09-05 18:14:40,100 INFO    wandb-upload_1:45665 [upload_job.py:push():130] Uploaded file /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/output.log
2024-09-05 18:14:40,120 INFO    wandb-upload_2:45665 [upload_job.py:push():130] Uploaded file /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/config.yaml
2024-09-05 18:14:40,132 INFO    wandb-upload_4:45665 [upload_job.py:push():130] Uploaded file /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/conda-environment.yaml
2024-09-05 18:14:40,134 INFO    wandb-upload_3:45665 [upload_job.py:push():130] Uploaded file /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/files/wandb-summary.json
2024-09-05 18:14:40,339 INFO    Thread-11 (_thread_body):45665 [sender.py:transition_state():626] send defer: 11
2024-09-05 18:14:40,342 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:40,342 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 11
2024-09-05 18:14:40,343 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:40,343 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 11
2024-09-05 18:14:40,343 INFO    SenderThread:45665 [file_pusher.py:join():175] waiting for file pusher
2024-09-05 18:14:40,345 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 12
2024-09-05 18:14:40,345 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:40,345 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 12
2024-09-05 18:14:40,345 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:40,345 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 12
2024-09-05 18:14:40,345 INFO    SenderThread:45665 [file_stream.py:finish():601] file stream finish called
2024-09-05 18:14:40,636 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: poll_exit
2024-09-05 18:14:40,680 INFO    SenderThread:45665 [file_stream.py:finish():605] file stream finish is done
2024-09-05 18:14:40,680 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 13
2024-09-05 18:14:40,681 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: poll_exit
2024-09-05 18:14:40,681 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:40,681 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 13
2024-09-05 18:14:40,681 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:40,681 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 13
2024-09-05 18:14:40,681 INFO    SenderThread:45665 [sender.py:transition_state():626] send defer: 14
2024-09-05 18:14:40,681 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: defer
2024-09-05 18:14:40,681 INFO    HandlerThread:45665 [handler.py:handle_request_defer():184] handle defer: 14
2024-09-05 18:14:40,682 DEBUG   SenderThread:45665 [sender.py:send():391] send: final
2024-09-05 18:14:40,682 DEBUG   SenderThread:45665 [sender.py:send():391] send: footer
2024-09-05 18:14:40,682 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: defer
2024-09-05 18:14:40,682 INFO    SenderThread:45665 [sender.py:send_request_defer():622] handle sender defer: 14
2024-09-05 18:14:40,682 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: poll_exit
2024-09-05 18:14:40,683 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: poll_exit
2024-09-05 18:14:40,683 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: server_info
2024-09-05 18:14:40,683 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: server_info
2024-09-05 18:14:40,684 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: poll_exit
2024-09-05 18:14:40,684 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: get_summary
2024-09-05 18:14:40,685 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: sampled_history
2024-09-05 18:14:40,685 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-05 18:14:40,755 DEBUG   SenderThread:45665 [sender.py:send_request():418] send_request: poll_exit
2024-09-05 18:14:40,756 INFO    MainThread:45665 [wandb_run.py:_footer_history_summary_info():4088] rendering history
2024-09-05 18:14:40,756 INFO    MainThread:45665 [wandb_run.py:_footer_history_summary_info():4120] rendering summary
2024-09-05 18:14:40,756 INFO    MainThread:45665 [wandb_run.py:_footer_sync_info():4047] logging synced files
2024-09-05 18:14:40,757 DEBUG   HandlerThread:45665 [handler.py:handle_request():158] handle_request: shutdown
2024-09-05 18:14:40,757 INFO    HandlerThread:45665 [handler.py:finish():884] shutting down handler
2024-09-05 18:14:41,692 INFO    WriterThread:45665 [datastore.py:close():296] close: /Users/nhassen/Documents/MLOPS/code/gihub/Quantile-energy-Flow-with-GFN/wandb/run-20240905_181433-qehjs89z/run-qehjs89z.wandb
2024-09-05 18:14:41,761 INFO    SenderThread:45665 [sender.py:finish():1631] shutting down sender
2024-09-05 18:14:41,761 INFO    SenderThread:45665 [file_pusher.py:finish():169] shutting down file pusher
2024-09-05 18:14:41,761 INFO    SenderThread:45665 [file_pusher.py:join():175] waiting for file pusher
